"semestre","carrera","promedio","edad","peso","estatura","genero"
10,"ADMINISTRACION",87.7,18,59,163,"F"
10,"ADMINISTRACION",86.93,19,93,186,"F"
10,"ADMINISTRACION",91.65,24,82,182,"M"
12,"ADMINISTRACION",86.33,21,80,184,"M"
10,"ADMINISTRACION",91.64,20,86,182,"M"
11,"ADMINISTRACION",86.96,24,94,172,"M"
12,"ADMINISTRACION",88.15,17,88,180,"F"
12,"ADMINISTRACION",82,22,78,177,"M"
11,"ADMINISTRACION",83.27,22,79,190,"M"
10,"ADMINISTRACION",89.98,23,73,171,"M"
10,"ADMINISTRACION",91.44,22,68,177,"F"
12,"ADMINISTRACION",84.82,18,85,173,"F"
10,"ADMINISTRACION",93.91,23,72,164,"M"
10,"ADMINISTRACION",90.33,20,73,173,"M"
10,"ADMINISTRACION",85.12,23,72,174,"M"
11,"ADMINISTRACION",87.04,21,67,179,"F"
12,"ADMINISTRACION",81.71,22,82,177,"M"
10,"ADMINISTRACION",91.38,21,64,181,"M"
12,"ADMINISTRACION",87.58,21,78,182,"M"
10,"ADMINISTRACION",86.29,21,74,174,"F"
15,"ADMINISTRACION",84.1,23,56,180,"M"
10,"ADMINISTRACION",87.11,22,75,152,"F"
11,"ADMINISTRACION",88.91,18,77,172,"F"
10,"ADMINISTRACION",90.93,21,88,167,"F"
10,"ADMINISTRACION",89.12,22,69,169,"M"
10,"ADMINISTRACION",89.54,21,75,184,"M"
12,"ADMINISTRACION",87.49,20,81,184,"F"
12,"ADMINISTRACION",91.67,21,68,183,"F"
10,"ADMINISTRACION",89.27,20,96,175,"F"
11,"ADMINISTRACION",84.91,19,78,160,"M"
11,"ADMINISTRACION",90.27,20,80,179,"F"
10,"ADMINISTRACION",94.42,22,66,172,"M"
13,"ADMINISTRACION",87.09,19,74,189,"M"
10,"ADMINISTRACION",88.51,21,92,175,"F"
11,"ADMINISTRACION",88.55,19,77,169,"F"
10,"ADMINISTRACION",88.73,21,73,180,"M"
10,"ADMINISTRACION",91.07,22,65,158,"M"
10,"ADMINISTRACION",89.25,19,81,189,"F"
14,"ADMINISTRACION",90.84,22,85,168,"M"
10,"ADMINISTRACION",89.85,21,74,162,"F"
13,"ADMINISTRACION",86.36,20,67,178,"F"
10,"ADMINISTRACION",94.87,21,82,172,"F"
2,"ADMINISTRACION",86.6,21,71,180,"F"
6,"ADMINISTRACION",87.93,22,80,177,"M"
6,"ADMINISTRACION",89.29,23,62,168,"F"
3,"ADMINISTRACION",90.83,19,76,179,"M"
7,"ADMINISTRACION",85.24,22,84,179,"F"
8,"ADMINISTRACION",89.12,22,67,170,"M"
2,"ADMINISTRACION",99,18,81,193,"M"
6,"ADMINISTRACION",87.03,23,95,183,"M"
6,"ADMINISTRACION",93.47,25,45,164,"M"
2,"ADMINISTRACION",91.17,22,52,185,"M"
4,"ADMINISTRACION",84,20,75,172,"F"
8,"ADMINISTRACION",89.27,21,76,181,"F"
8,"ADMINISTRACION",90.74,25,84,174,"M"
6,"ADMINISTRACION",89.89,20,59,164,"F"
2,"ADMINISTRACION",96.33,21,71,178,"M"
6,"ADMINISTRACION",92.48,20,94,187,"F"
9,"ADMINISTRACION",90.55,20,73,175,"F"
8,"ADMINISTRACION",92.12,20,69,168,"F"
2,"ADMINISTRACION",93.83,21,66,181,"M"
2,"ADMINISTRACION",86.25,21,69,188,"F"
2,"ADMINISTRACION",96.67,19,64,190,"M"
6,"ADMINISTRACION",94.63,22,96,187,"M"
9,"ADMINISTRACION",90.04,20,63,181,"F"
6,"ADMINISTRACION",92.4,21,83,166,"F"
2,"ADMINISTRACION",90.83,18,82,176,"F"
9,"ADMINISTRACION",86.93,22,66,179,"F"
6,"ADMINISTRACION",96.77,22,67,182,"F"
8,"ADMINISTRACION",83.97,22,83,173,"M"
7,"ADMINISTRACION",91.26,22,83,170,"M"
8,"ADMINISTRACION",81.42,21,73,174,"M"
7,"ADMINISTRACION",90.17,20,74,168,"F"
8,"ADMINISTRACION",86.43,20,68,160,"F"
5,"ADMINISTRACION",89.58,21,61,177,"M"
4,"ADMINISTRACION",83.36,19,86,184,"F"
2,"ADMINISTRACION",93.67,23,76,178,"F"
2,"ADMINISTRACION",83.5,23,70,168,"M"
5,"ADMINISTRACION",87.33,22,80,162,"M"
6,"ADMINISTRACION",85,20,81,172,"M"
8,"ADMINISTRACION",86.54,21,69,191,"F"
8,"ADMINISTRACION",94.4,19,55,179,"F"
2,"ADMINISTRACION",85.17,21,84,179,"F"
9,"ADMINISTRACION",88.91,23,66,188,"M"
6,"ADMINISTRACION",84.59,21,69,168,"F"
3,"ADMINISTRACION",93.67,22,83,174,"F"
6,"ADMINISTRACION",87.38,24,77,185,"F"
8,"ADMINISTRACION",86,18,70,174,"M"
8,"ADMINISTRACION",89.08,18,84,174,"M"
6,"ADMINISTRACION",92.9,22,71,157,"M"
8,"ADMINISTRACION",90.31,20,88,182,"M"
2,"ADMINISTRACION",94.17,21,84,166,"F"
6,"ADMINISTRACION",86,19,68,177,"M"
6,"ADMINISTRACION",93.77,21,66,178,"F"
3,"ADMINISTRACION",87.91,20,84,184,"M"
9,"ADMINISTRACION",91.35,21,74,163,"M"
2,"ADMINISTRACION",79.83,20,77,178,"F"
9,"ADMINISTRACION",86.38,21,65,182,"F"
4,"ADMINISTRACION",93.19,20,77,181,"F"
6,"ADMINISTRACION",92,20,56,183,"M"
8,"ADMINISTRACION",82,21,94,208,"F"
9,"ADMINISTRACION",88.53,22,77,155,"F"
6,"ADMINISTRACION",89.47,22,75,172,"M"
2,"ADMINISTRACION",97.17,22,95,180,"M"
4,"ADMINISTRACION",89.29,20,86,176,"M"
8,"ADMINISTRACION",88.84,20,72,169,"F"
6,"ADMINISTRACION",93,17,78,176,"M"
7,"ADMINISTRACION",89.11,21,62,171,"F"
8,"ADMINISTRACION",94.93,23,89,176,"M"
5,"ADMINISTRACION",83.75,18,79,183,"M"
4,"ADMINISTRACION",86.42,25,84,162,"M"
3,"ADMINISTRACION",95.58,22,71,171,"M"
8,"ADMINISTRACION",93.79,22,74,184,"F"
6,"ADMINISTRACION",93.77,21,82,177,"F"
4,"ADMINISTRACION",94.06,22,60,172,"F"
9,"ADMINISTRACION",92.15,18,75,171,"M"
9,"ADMINISTRACION",92.75,20,73,174,"M"
3,"ADMINISTRACION",93.55,23,63,166,"M"
9,"ADMINISTRACION",85.83,19,62,173,"M"
8,"ADMINISTRACION",88.28,18,80,164,"F"
8,"ADMINISTRACION",86.86,22,61,180,"M"
5,"ADMINISTRACION",95.42,20,75,178,"F"
7,"ADMINISTRACION",86.88,23,75,179,"F"
8,"ADMINISTRACION",89.79,23,80,181,"F"
3,"ADMINISTRACION",86.73,23,102,170,"F"
6,"ADMINISTRACION",85.86,21,65,155,"F"
6,"ADMINISTRACION",85.2,21,75,181,"M"
3,"ADMINISTRACION",92.75,18,74,185,"M"
9,"ADMINISTRACION",93.55,20,64,169,"M"
2,"ADMINISTRACION",89.25,20,78,173,"M"
3,"ADMINISTRACION",92.92,22,68,181,"M"
8,"ADMINISTRACION",82.5,24,69,181,"F"
9,"ADMINISTRACION",91.44,20,71,175,"F"
4,"ADMINISTRACION",92.44,23,70,187,"M"
4,"ADMINISTRACION",95.17,19,67,170,"M"
2,"ADMINISTRACION",93,20,67,151,"M"
8,"ADMINISTRACION",85.13,22,85,163,"F"
2,"ADMINISTRACION",97.67,21,69,193,"M"
8,"ADMINISTRACION",90.98,20,86,191,"M"
6,"ADMINISTRACION",92.3,21,72,182,"F"
6,"ADMINISTRACION",88.32,18,54,183,"F"
2,"ADMINISTRACION",87.5,22,69,163,"M"
4,"ADMINISTRACION",97.17,20,70,171,"M"
4,"ADMINISTRACION",84.5,21,87,171,"M"
9,"ADMINISTRACION",92.67,20,78,159,"M"
7,"ADMINISTRACION",86.36,22,72,186,"F"
6,"ADMINISTRACION",88.79,19,77,166,"F"
2,"ADMINISTRACION",98.17,22,76,173,"F"
8,"ADMINISTRACION",91.93,17,81,168,"F"
2,"ADMINISTRACION",94.5,22,74,177,"M"
4,"ADMINISTRACION",86.6,22,68,169,"F"
2,"ADMINISTRACION",92.83,22,83,171,"M"
2,"ADMINISTRACION",85,21,75,170,"F"
4,"ADMINISTRACION",84.92,22,75,191,"M"
4,"ADMINISTRACION",97.11,21,68,159,"F"
4,"ADMINISTRACION",91.72,21,76,182,"M"
4,"ADMINISTRACION",91.4,19,68,181,"F"
5,"ADMINISTRACION",87.71,19,72,169,"F"
6,"ADMINISTRACION",86.29,18,74,181,"M"
4,"ADMINISTRACION",94.41,20,80,175,"M"
8,"ADMINISTRACION",88.79,22,89,145,"M"
9,"ADMINISTRACION",90,19,101,179,"M"
4,"ADMINISTRACION",92.78,21,68,179,"F"
9,"ADMINISTRACION",89.48,22,68,177,"F"
8,"ADMINISTRACION",85.86,24,64,178,"F"
8,"ADMINISTRACION",94.62,21,76,170,"F"
9,"ADMINISTRACION",89.47,21,77,184,"F"
6,"ADMINISTRACION",86.66,22,66,171,"F"
7,"ADMINISTRACION",88.62,19,66,170,"M"
5,"ADMINISTRACION",86.58,24,76,155,"M"
3,"ADMINISTRACION",91.5,19,71,184,"M"
8,"ADMINISTRACION",92.81,19,72,179,"M"
4,"ADMINISTRACION",98.39,24,71,183,"F"
2,"ADMINISTRACION",96,21,59,190,"M"
6,"ADMINISTRACION",91.96,20,63,153,"M"
4,"ADMINISTRACION",91.39,22,81,162,"M"
8,"ADMINISTRACION",91.67,21,72,160,"M"
3,"ADMINISTRACION",92.67,20,76,164,"F"
4,"ADMINISTRACION",87.88,18,77,193,"M"
8,"ADMINISTRACION",83.37,20,48,177,"M"
9,"ADMINISTRACION",91.58,17,79,157,"F"
3,"ADMINISTRACION",91.08,23,86,168,"M"
8,"ADMINISTRACION",91.44,20,68,182,"F"
4,"ADMINISTRACION",90.17,23,71,184,"M"
3,"ADMINISTRACION",90.92,22,82,161,"M"
8,"ADMINISTRACION",91.51,21,79,178,"M"
6,"ADMINISTRACION",93.23,23,59,170,"M"
2,"ADMINISTRACION",98.5,20,66,186,"M"
7,"ADMINISTRACION",88.65,22,69,175,"F"
5,"ADMINISTRACION",83.05,19,58,174,"F"
5,"ADMINISTRACION",88.29,21,87,182,"F"
4,"ADMINISTRACION",95.72,20,81,175,"M"
2,"ADMINISTRACION",86.83,22,75,181,"F"
3,"ADMINISTRACION",88.56,23,69,197,"F"
2,"ADMINISTRACION",91.17,21,82,175,"M"
2,"ADMINISTRACION",89.17,24,75,169,"F"
9,"ADMINISTRACION",90.81,19,68,179,"M"
7,"ADMINISTRACION",93.92,24,74,188,"F"
5,"ADMINISTRACION",89.04,21,92,177,"M"
4,"ADMINISTRACION",92.11,24,72,140,"F"
8,"ADMINISTRACION",84.67,19,78,189,"F"
10,"ADMINISTRACION",90.9,23,67,183,"M"
4,"ADMINISTRACION",96.72,21,83,188,"M"
6,"ADMINISTRACION",92.27,20,76,177,"F"
6,"ADMINISTRACION",90.73,23,80,181,"M"
2,"ADMINISTRACION",92.67,19,64,188,"M"
7,"ADMINISTRACION",91.94,23,85,178,"M"
9,"ADMINISTRACION",92.27,22,80,168,"M"
6,"ADMINISTRACION",91.87,21,100,180,"F"
9,"ADMINISTRACION",83.75,21,81,181,"M"
8,"ADMINISTRACION",91.49,22,64,153,"F"
9,"ADMINISTRACION",87.13,21,100,181,"M"
5,"ADMINISTRACION",87.78,23,81,163,"F"
8,"ADMINISTRACION",87.49,23,87,168,"F"
6,"ADMINISTRACION",90.31,18,69,168,"M"
9,"ADMINISTRACION",86.23,21,84,188,"F"
6,"ADMINISTRACION",88.79,22,65,180,"F"
3,"ADMINISTRACION",89.45,22,80,166,"F"
2,"ADMINISTRACION",92,22,79,162,"M"
7,"ADMINISTRACION",85.29,20,76,177,"M"
2,"ADMINISTRACION",89.33,19,68,189,"M"
7,"ADMINISTRACION",94.03,22,84,172,"F"
2,"ADMINISTRACION",95.67,22,76,180,"F"
6,"ADMINISTRACION",94.53,18,61,188,"M"
3,"ADMINISTRACION",93.5,25,68,172,"F"
2,"ADMINISTRACION",91.67,22,76,156,"M"
4,"ADMINISTRACION",93.4,20,86,182,"M"
6,"ADMINISTRACION",86.48,23,80,174,"M"
2,"ADMINISTRACION",96,25,74,170,"F"
5,"ADMINISTRACION",87.54,23,78,156,"F"
3,"ADMINISTRACION",87.67,25,82,181,"M"
3,"ADMINISTRACION",93.08,22,74,171,"F"
4,"ADMINISTRACION",90.27,24,87,176,"F"
6,"ADMINISTRACION",93.48,21,67,165,"M"
9,"ADMINISTRACION",91.17,21,68,175,"M"
2,"ADMINISTRACION",97.67,20,97,175,"F"
6,"ADMINISTRACION",93.43,21,57,168,"F"
7,"ADMINISTRACION",88.94,19,63,195,"M"
4,"ADMINISTRACION",86.89,20,67,164,"F"
7,"ADMINISTRACION",94.48,24,58,169,"M"
8,"ADMINISTRACION",89.05,21,73,171,"F"
9,"ADMINISTRACION",85.06,24,73,195,"F"
9,"ADMINISTRACION",86.02,18,69,182,"F"
7,"ADMINISTRACION",87.32,22,70,189,"M"
6,"ADMINISTRACION",96.28,23,66,168,"F"
8,"ADMINISTRACION",91.43,18,76,174,"F"
9,"ADMINISTRACION",90.18,23,74,168,"M"
7,"ADMINISTRACION",88.57,21,60,180,"M"
8,"ADMINISTRACION",91.98,20,77,194,"F"
8,"ADMINISTRACION",94.83,24,73,174,"F"
5,"ADMINISTRACION",91.21,24,50,172,"M"
4,"ADMINISTRACION",88.27,21,89,191,"M"
8,"ADMINISTRACION",82.94,21,76,171,"M"
5,"ADMINISTRACION",86.25,22,69,178,"F"
4,"ADMINISTRACION",93.56,21,70,175,"F"
9,"ADMINISTRACION",91.85,18,78,174,"F"
2,"ADMINISTRACION",84.2,19,60,183,"F"
9,"ADMINISTRACION",89.23,20,71,176,"F"
2,"ADMINISTRACION",86.33,22,89,199,"M"
3,"ADMINISTRACION",87.82,20,67,174,"M"
6,"ADMINISTRACION",96.63,18,73,167,"F"
4,"ADMINISTRACION",93.5,23,85,183,"F"
6,"ADMINISTRACION",89.77,16,64,172,"M"
8,"ADMINISTRACION",86.61,22,77,180,"M"
2,"ADMINISTRACION",95.5,24,66,162,"M"
9,"ADMINISTRACION",90.73,21,74,173,"F"
6,"ADMINISTRACION",92.03,19,83,189,"F"
3,"ADMINISTRACION",89.9,22,81,179,"F"
5,"ADMINISTRACION",88.92,22,86,170,"F"
8,"ADMINISTRACION",89.12,26,57,176,"F"
2,"ADMINISTRACION",90.17,22,70,179,"M"
4,"ADMINISTRACION",88.88,24,64,186,"F"
4,"ADMINISTRACION",96.72,17,72,166,"M"
4,"ADMINISTRACION",92.58,20,77,181,"F"
4,"ADMINISTRACION",88.22,19,79,174,"F"
5,"ADMINISTRACION",86.42,24,57,169,"F"
4,"ADMINISTRACION",88.78,22,89,167,"M"
9,"ADMINISTRACION",85.88,18,86,169,"F"
3,"ADMINISTRACION",83.73,20,79,170,"M"
9,"ADMINISTRACION",83.57,20,64,169,"M"
4,"ADMINISTRACION",99.11,21,76,168,"M"
2,"ADMINISTRACION",97.5,19,73,169,"F"
6,"ADMINISTRACION",87.15,22,81,171,"M"
6,"ADMINISTRACION",93.13,19,81,178,"F"
8,"ADMINISTRACION",91.37,20,84,188,"F"
4,"ADMINISTRACION",93.78,22,80,167,"F"
2,"ADMINISTRACION",92.67,21,81,170,"F"
7,"ADMINISTRACION",86.97,22,66,165,"M"
4,"ADMINISTRACION",95.06,23,55,169,"F"
5,"ADMINISTRACION",90.46,22,87,185,"F"
4,"ADMINISTRACION",90.82,19,76,165,"F"
5,"ADMINISTRACION",89.46,19,91,165,"F"
4,"ADMINISTRACION",90.87,19,76,181,"M"
6,"ADMINISTRACION",90.39,26,72,176,"M"
8,"ADMINISTRACION",88.67,19,74,166,"M"
8,"ADMINISTRACION",91.86,22,64,176,"M"
6,"ADMINISTRACION",88.03,19,79,163,"F"
4,"ADMINISTRACION",88.27,21,89,185,"M"
8,"ADMINISTRACION",89.69,23,71,171,"F"
5,"ADMINISTRACION",90.5,22,77,178,"F"
9,"ADMINISTRACION",85.09,19,79,180,"F"
5,"ADMINISTRACION",87.59,22,63,163,"M"
9,"ADMINISTRACION",86.74,23,87,163,"M"
2,"ADMINISTRACION",82.69,23,85,168,"F"
2,"ADMINISTRACION",93.83,21,71,196,"F"
4,"ADMINISTRACION",94.17,20,70,179,"F"
2,"ADMINISTRACION",97.67,22,87,185,"M"
2,"ADMINISTRACION",98.67,16,79,172,"M"
2,"ADMINISTRACION",94,20,90,187,"M"
3,"ADMINISTRACION",92.69,19,71,175,"M"
6,"ADMINISTRACION",88.61,22,80,164,"F"
5,"ADMINISTRACION",91.42,21,83,148,"M"
2,"ADMINISTRACION",90.25,22,90,178,"M"
4,"ADMINISTRACION",93.41,24,65,184,"M"
5,"ADMINISTRACION",88.05,25,73,194,"F"
4,"ADMINISTRACION",92.73,22,72,177,"M"
2,"ADMINISTRACION",89,28,59,169,"M"
4,"ADMINISTRACION",97.89,22,74,172,"M"
4,"ADMINISTRACION",84.38,19,88,172,"F"
7,"ADMINISTRACION",91.81,17,79,186,"F"
8,"ADMINISTRACION",89.12,21,73,177,"F"
2,"ADMINISTRACION",84,20,78,167,"M"
8,"ADMINISTRACION",88.85,22,83,186,"F"
3,"ADMINISTRACION",88.64,23,88,163,"F"
2,"ADMINISTRACION",81.83,20,71,182,"M"
2,"ADMINISTRACION",96.83,19,66,178,"F"
6,"ADMINISTRACION",93.03,22,91,181,"M"
2,"ADMINISTRACION",85.5,22,61,177,"F"
4,"ADMINISTRACION",87.54,21,87,193,"M"
6,"ADMINISTRACION",92.16,23,85,188,"F"
4,"ADMINISTRACION",97.21,22,68,182,"F"
2,"ADMINISTRACION",96.83,23,86,163,"F"
7,"ADMINISTRACION",93.65,19,82,161,"F"
6,"ADMINISTRACION",88.54,24,75,180,"M"
4,"ADMINISTRACION",95.61,15,74,184,"F"
9,"ADMINISTRACION",86.06,22,89,172,"F"
6,"ADMINISTRACION",86.92,20,80,180,"F"
8,"ADMINISTRACION",95.63,23,66,174,"F"
6,"ADMINISTRACION",89.15,21,82,157,"F"
6,"ADMINISTRACION",90.68,21,71,162,"F"
6,"ADMINISTRACION",89.32,22,72,168,"M"
8,"ADMINISTRACION",86.59,22,53,157,"F"
6,"ADMINISTRACION",96.17,25,56,165,"F"
2,"ADMINISTRACION",94.83,23,69,175,"M"
9,"ADMINISTRACION",88.94,20,79,182,"F"
2,"ADMINISTRACION",94,19,70,168,"M"
2,"ADMINISTRACION",91.8,19,82,175,"M"
9,"ADMINISTRACION",85.93,19,74,202,"M"
6,"ADMINISTRACION",89.63,23,90,180,"F"
4,"ADMINISTRACION",88.38,20,71,185,"M"
8,"ADMINISTRACION",89.78,21,67,171,"F"
3,"ADMINISTRACION",88.64,22,72,187,"M"
2,"ADMINISTRACION",99.17,24,68,178,"M"
3,"ADMINISTRACION",94.18,21,65,183,"F"
2,"ADMINISTRACION",80.4,21,65,166,"F"
10,"ADMINISTRACION",85.89,20,68,174,"M"
2,"ADMINISTRACION",96.17,21,71,167,"F"
5,"ADMINISTRACION",84.13,20,75,177,"F"
7,"ADMINISTRACION",93.03,25,87,180,"M"
4,"ADMINISTRACION",87.89,20,82,174,"F"
2,"ADMINISTRACION",90.67,18,85,196,"F"
4,"ADMINISTRACION",96.11,20,71,171,"M"
4,"ADMINISTRACION",91.18,19,66,170,"M"
6,"ADMINISTRACION",90.17,16,71,183,"F"
3,"ADMINISTRACION",92,22,71,173,"M"
9,"ADMINISTRACION",88.15,21,77,174,"F"
3,"ADMINISTRACION",91.5,22,80,162,"F"
3,"ADMINISTRACION",85.9,19,78,179,"F"
8,"ADMINISTRACION",87.92,20,59,171,"F"
2,"ADMINISTRACION",93.2,22,92,163,"F"
9,"ADMINISTRACION",89.82,21,69,181,"F"
2,"ADMINISTRACION",98.17,22,72,178,"M"
9,"ADMINISTRACION",90.93,19,68,187,"F"
3,"ADMINISTRACION",94.17,20,88,191,"M"
9,"ADMINISTRACION",87.96,22,76,192,"F"
5,"ADMINISTRACION",92.5,20,72,163,"F"
2,"ADMINISTRACION",91.17,19,69,164,"M"
4,"ADMINISTRACION",97.11,21,75,160,"M"
4,"ADMINISTRACION",83.8,20,75,186,"F"
8,"ADMINISTRACION",91.26,20,88,168,"M"
3,"ADMINISTRACION",83.14,17,81,189,"F"
8,"ADMINISTRACION",94.26,22,77,192,"M"
3,"ADMINISTRACION",87.27,21,80,177,"M"
7,"ADMINISTRACION",85.79,22,74,184,"F"
7,"ADMINISTRACION",83.96,19,73,179,"M"
2,"ADMINISTRACION",93,26,86,168,"M"
4,"ADMINISTRACION",96.5,25,74,171,"M"
3,"ADMINISTRACION",91.75,22,76,154,"F"
7,"ADMINISTRACION",93.54,20,70,173,"F"
8,"ADMINISTRACION",93.47,24,89,177,"M"
4,"ADMINISTRACION",93.53,26,68,182,"F"
4,"ADMINISTRACION",89.89,19,73,165,"F"
9,"ADMINISTRACION",87.15,18,99,187,"M"
7,"ADMINISTRACION",89.66,21,71,168,"M"
9,"ADMINISTRACION",87.84,20,80,188,"F"
6,"ADMINISTRACION",91.3,19,71,167,"M"
8,"ADMINISTRACION",85.42,21,68,177,"M"
3,"ADMINISTRACION",92.25,18,71,190,"M"
4,"ADMINISTRACION",91,20,75,178,"F"
6,"ADMINISTRACION",89.5,22,83,172,"M"
4,"ADMINISTRACION",94.12,21,76,182,"M"
8,"ADMINISTRACION",86.9,25,70,177,"M"
8,"ADMINISTRACION",84.92,21,68,182,"F"
2,"ADMINISTRACION",92,20,74,177,"M"
2,"ADMINISTRACION",91.83,22,73,182,"F"
7,"ADMINISTRACION",87.97,20,72,171,"F"
2,"ADMINISTRACION",96.33,21,73,188,"M"
4,"ADMINISTRACION",89.06,23,64,175,"F"
10,"ADMINISTRACION",87.75,20,85,162,"F"
6,"ADMINISTRACION",93.5,21,73,184,"M"
6,"ADMINISTRACION",95.06,20,78,173,"M"
3,"ADMINISTRACION",93.67,18,71,161,"M"
3,"ADMINISTRACION",90.5,19,65,170,"M"
6,"ADMINISTRACION",94.07,22,99,185,"F"
2,"ADMINISTRACION",92.17,22,73,177,"M"
8,"ADMINISTRACION",87.95,25,76,168,"F"
7,"ADMINISTRACION",92.64,18,77,176,"M"
3,"ADMINISTRACION",89,23,81,175,"F"
7,"ADMINISTRACION",88.89,20,66,183,"M"
9,"ADMINISTRACION",92.23,22,63,179,"M"
9,"ADMINISTRACION",92.24,21,83,156,"M"
4,"ADMINISTRACION",92.21,20,69,162,"M"
5,"ADMINISTRACION",90.33,21,76,173,"F"
7,"ADMINISTRACION",87.09,19,74,155,"F"
7,"ADMINISTRACION",88.44,18,67,174,"M"
9,"ADMINISTRACION",85.77,21,84,186,"F"
8,"ADMINISTRACION",92.81,22,69,162,"F"
8,"ADMINISTRACION",96.07,23,67,184,"M"
8,"ADMINISTRACION",84.64,22,92,182,"F"
4,"ADMINISTRACION",94.39,19,87,163,"M"
8,"ADMINISTRACION",89.26,22,54,168,"F"
2,"ADMINISTRACION",96.83,24,79,175,"F"
2,"ADMINISTRACION",95,23,59,179,"M"
7,"ADMINISTRACION",86.74,24,76,170,"M"
7,"ADMINISTRACION",90.91,21,81,176,"M"
5,"ADMINISTRACION",87.45,25,86,176,"F"
5,"ADMINISTRACION",86.18,18,72,159,"F"
6,"ADMINISTRACION",86.14,21,79,169,"F"
4,"ADMINISTRACION",94.17,20,56,184,"M"
3,"ADMINISTRACION",92.42,18,70,173,"M"
6,"ADMINISTRACION",91.62,25,59,180,"F"
5,"ADMINISTRACION",85.96,19,84,187,"M"
6,"ADMINISTRACION",89.8,20,88,165,"M"
8,"ADMINISTRACION",93.14,21,72,171,"F"
10,"GESTION",85.75,24,63,174,"F"
10,"GESTION",93.49,20,80,200,"M"
13,"GESTION",90,21,72,170,"F"
11,"GESTION",87.54,20,85,175,"M"
10,"GESTION",86.24,21,60,181,"M"
11,"GESTION",83.33,20,78,195,"M"
10,"GESTION",91.39,19,66,167,"F"
11,"GESTION",85.39,19,61,163,"M"
10,"GESTION",82.83,23,60,196,"F"
12,"GESTION",85.79,21,84,165,"F"
10,"GESTION",94.57,21,79,175,"F"
10,"GESTION",87.31,22,77,182,"F"
10,"GESTION",86.78,21,65,164,"M"
10,"GESTION",94.18,20,87,177,"M"
10,"GESTION",85.12,23,80,178,"M"
10,"GESTION",87.43,22,65,167,"F"
10,"GESTION",90.55,17,87,163,"F"
12,"GESTION",85.23,21,65,180,"F"
11,"GESTION",84.86,21,74,177,"M"
11,"GESTION",82.44,21,69,171,"F"
11,"GESTION",86.51,19,81,170,"F"
12,"GESTION",83.19,21,87,185,"F"
11,"GESTION",83.56,19,45,179,"M"
10,"GESTION",90,18,87,190,"F"
11,"GESTION",86.49,20,70,173,"M"
15,"GESTION",81.69,27,79,172,"F"
10,"GESTION",84.75,19,59,169,"M"
10,"GESTION",91.77,19,72,164,"M"
12,"GESTION",83.75,23,65,163,"M"
11,"GESTION",83.66,25,67,179,"M"
11,"GESTION",82.8,21,59,185,"M"
11,"GESTION",85.5,17,63,181,"M"
9,"GESTION",89.71,18,73,175,"F"
10,"GESTION",90.63,22,74,166,"F"
10,"GESTION",82.59,22,70,172,"F"
10,"GESTION",91.84,25,79,179,"M"
10,"GESTION",94.12,20,68,158,"F"
10,"GESTION",94.45,22,88,175,"M"
12,"GESTION",83.75,26,87,170,"M"
12,"GESTION",94.37,20,62,158,"F"
9,"GESTION",91.29,16,68,178,"F"
10,"GESTION",85.38,22,77,186,"F"
10,"GESTION",89.9,24,75,188,"F"
11,"GESTION",81.66,17,79,181,"M"
13,"GESTION",82.36,17,91,167,"F"
10,"GESTION",90.19,23,62,171,"M"
11,"GESTION",80.61,22,74,178,"M"
10,"GESTION",82.6,22,50,157,"F"
12,"GESTION",82.72,23,88,177,"M"
10,"GESTION",87.22,21,79,169,"M"
11,"GESTION",85.16,20,87,178,"M"
11,"GESTION",83.18,22,68,174,"M"
10,"GESTION",94.49,19,77,169,"M"
11,"GESTION",83.3,21,68,169,"F"
10,"GESTION",88.59,21,69,182,"M"
11,"GESTION",83.36,20,85,177,"F"
10,"GESTION",89.65,23,78,185,"M"
10,"GESTION",84.52,19,87,184,"F"
10,"GESTION",81.97,23,80,164,"M"
6,"GESTION",91.17,21,76,184,"F"
2,"GESTION",88.33,20,80,184,"F"
7,"GESTION",82.05,19,58,168,"M"
2,"GESTION",82.33,20,61,171,"F"
5,"GESTION",88.3,21,84,183,"M"
8,"GESTION",84.92,19,82,192,"F"
8,"GESTION",94.05,20,68,180,"M"
4,"GESTION",89.42,19,76,151,"F"
6,"GESTION",88.93,20,66,148,"F"
5,"GESTION",87.19,25,65,161,"F"
2,"GESTION",92.17,22,100,181,"M"
4,"GESTION",88.13,22,79,183,"F"
8,"GESTION",90.93,22,61,166,"F"
5,"GESTION",78.82,21,77,149,"M"
5,"GESTION",90.52,21,81,184,"F"
2,"GESTION",85,22,82,165,"F"
3,"GESTION",82.6,23,99,173,"F"
2,"GESTION",80.8,24,54,173,"F"
8,"GESTION",83.93,24,67,168,"F"
4,"GESTION",90.06,20,76,179,"M"
8,"GESTION",93.77,23,75,170,"F"
4,"GESTION",91.06,21,73,194,"F"
6,"GESTION",86.68,23,69,177,"F"
4,"GESTION",86.71,20,73,182,"F"
9,"GESTION",90.28,22,71,176,"M"
6,"GESTION",91.71,23,59,178,"M"
5,"GESTION",86.7,17,84,162,"F"
5,"GESTION",90.23,21,88,180,"M"
9,"GESTION",92.06,22,92,190,"M"
9,"GESTION",89.83,24,77,180,"M"
2,"GESTION",85,26,59,179,"F"
9,"GESTION",84.31,18,81,155,"M"
7,"GESTION",91.59,22,93,175,"M"
